Name,date,Open,High,Low,Close,volume
Bajaj Finance,1-3-19,38.37,38.78,38.27,39,4301604
Bajaj Finserv,1-3-19,81.21,81.82,81.09,81,1812566
Bharat Petroleum,1-3-19,59.19,59.685,59.11,59,1588951
Bharti Airtel,1-3-19,49.27,49.79,49.14,50,1644748
Britannia Industries,1-3-19,43.1,43.38,42.88,43,2275519
Cipla,1-3-19,80.21,81.37,80,81,1948060
Coal India,1-3-19,49.11,49.5,48.78,49,1934150
Divi's Labs,1-3-19,263.1,265.3499,262.36,264,497953
Dr. Reddy’s Labs,1-3-19,35.63,35.69,35.215,35,1206534
Eicher Motors,1-3-19,46.25,46.418,45.8,46,2419159
Grasim Industries,1-3-19,14.28,14.35,14.11,14,4104721
HCL Tech,1-3-19,67.68,68.26,67.67,68,810769
HDFC Bank,1-3-19,66.08,66.54,66.045,66,1279123
Hero MotoCorp,1-3-19,167.52,168.66,166.38,168,615628
Hindustan Unilever,1-3-19,50.67,51.23,50.61,51,7278160
Hindalco Industries,1-3-19,25.87,26.1,25.78,26,1206160
ICICI Bank,1-3-19,65.5,66.03,65.21,66,567774
IndusInd Bank,1-3-19,46.11,46.34,46.05,46,282512
Infosys,1-3-19,46.68,46.96,46.27,46,960420
ITC,1-3-19,63.24,63.34,62.78,63,401958
JSW Steel,1-3-19,57.02,57.53,56.615,57,331336
Kotak Mahindra Bank,1-3-19,37.145,37.455,36.925,37,1615220
Larsen & Toubro,1-3-19,43.57,44.32,43.17,44,378396
Mahindra & Mahindra,1-3-19,53.65,53.8,53.11,53,1570245
Maruti Suzuki,1-3-19,133,134.27,131.65,132,683980
Adani Ports & SEZ,1-3-19,17.54,17.7,17.47,18,6773030
NTPC,1-3-19,3.98,4,3.88,4,22922478
ONGC,1-3-19,52.09,52.6,52.01,52,673242
Power Grid,1-3-19,115.7,115.97,114.06,114,2075841
Reliance Industries,1-3-19,213.38,215.81,212.47,214,192029
SBI,1-3-19,113.86,114.84,113.41,114,979961
Sun Pharma,1-3-19,79.33,80.04,79.32,80,1790116
Tata Consultancy,1-3-19,398.29,402.71,396.22,396,2213512
Tata Consumer Products,1-3-19,57.47,58.02,56.42,57,2744311
Tata Motors,1-3-19,85.96,86.38,85.34,86,320645
Tata Steel Ltd,1-3-19,90.46,91.06,90.31,91,1070003
Tech Mahindra,1-3-19,82.69,82.98,82.34,83,860395
Titan Company,1-3-19,26.72,26.87,26.57,27,828124
UltraTech Cement,1-3-19,85.8,86.73,85.375,86,2259386
UPL,1-3-19,78.71,79.23,78.14,78,2229415
Wipro,1-3-19,111.94,112.07,110.73,111,1057819
Nestle India,1-3-19,43.88,44.16,43.815,44,766702
LTIMindtree,1-3-19,63.76,64.88,63.59,64,361171
SBI Life Insurance,1-3-19,31.62,32.01,31.44,32,4215957
HDFC Life,1-3-19,17.8,18.35,17.64,18,7194703
AVB,1-3-19,117.74,120.29,117.74,120,737640
AVGO,1-3-19,52.45,52.96,51.96,53,1166132
AVY,1-3-19,49.73,49.85,49.42,50,770037
AWK,1-3-19,41.54,41.64,41.155,41,819620
AXP,1-3-19,89.15,90.08,88.63,90,3888564
AYI,1-3-19,107.7,108.56,107.55,108,192777
AZO,1-3-19,474.28,478.58,472.784,476,193458
A,1-3-19,56.39,57.345,56.26,57,1866651
BAC,1-3-19,16.27,16.5,16.23,16,130054547
BAX,1-3-19,69.39,69.67,69.06,69,1785301
BA,1-3-19,137.06,138.5,137.05,138,3177498
BBT,1-3-19,36.87,37.08,36.75,37,2176144
BBY,1-3-19,40.5,40.85,40.3401,41,2565178
BDX,1-3-19,109.33,110.14,109.2501,109,419876
BEN,1-3-19,56.74,57.59,56.72,57,1155188
BF.B,1-3-19,37.44,37.655,37.295,37,512510
BIIB,1-3-19,279.8,280.836,275.48,277,655988
BK,1-3-19,34.61,35.34,34.5809,35,4000345
BLK,1-3-19,311.95,315.99,310.42,314,442877
BLL,1-3-19,25.74,25.94,25.715,26,859770
BMY,1-3-19,52.41,53.18,52.37,53,4485149
BRK.B,1-3-19,117.5,118,117.38,118,2694500
BSX,1-3-19,11.94,11.99,11.865,12,7278892
BWA,1-3-19,54.96,55.1299,54.5,55,1155068
BXP,1-3-19,100.73,102.7,100.07,102,686808
CAG,1-3-19,33.54,33.67,33.42,33,1403867
CAH,1-3-19,66.25,66.91,66.24,67,1301196
CAT,1-3-19,90,90.25,89.59,90,3722442
CA,1-3-19,33.09,33.25,33,33,1599190
CBG,1-3-19,26.33,26.55,26.28,26,1158280
CBOE,1-3-19,51.29,51.9,51.0626,52,648582
CBS,1-3-19,63.19,63.42,62.79,63,2226057
CB,1-3-19,101.91,102.15,101.23,101,1120803
CCI,1-3-19,71.71,72.21,70.91,71,3206123
CCL,1-3-19,39.92,40.02,39.65,40,2655895
CDNS,1-3-19,14.45,14.45,14.16,14,4180706
CELG,1-3-19,85.745,85.895,84.65,85,3180758
CERN,1-3-19,55.08,55.35,54.61,55,1039089
CF,1-3-19,46.882,46.98,46.238,46,2272410
CHD,1-3-19,32.94,32.98,32.58,33,1040700
CHK,1-3-19,26.65,26.72,26.12,26,7871684
CHRW,1-3-19,58.01,58.05,57.07,57,1319582
CHTR,1-3-19,134.86,135.3,133.02,133,678734
CINF,1-3-19,51.5,51.67,51.01,51,415547
CI,1-3-19,86.29,87,86.08,86,855413
CLX,1-3-19,91.72,91.75,90.81,91,836992
CL,1-3-19,64.21,64.49,63.99,64,2113729
CMA,1-3-19,47.01,47.34,46.9,47,843485
CMCSA,1-3-19,25.815,25.855,25.425,26,13371360
CME,1-3-19,78.12,79.55,77.81,79,1343255
CMG,1-3-19,524,534.01,523.48,531,409117
CMI,1-3-19,138.77,140,138.34,139,1093209
CMS,1-3-19,26.35,26.39,26.09,26,1790524
CNC,1-3-19,29.5,29.58,29.29,29,551762
CNP,1-3-19,22.86,23,22.7,23,3188368
COF,1-3-19,77.24,77.6,76.91,77,1940049
COG,1-3-19,38.17,38.54,37.63,38,3461493
COL,1-3-19,73.08,73.88,73.06,74,567235
COO,1-3-19,123.09,124.12,122.465,124,218742
COP,1-3-19,70.08,70.3455,69.83,70,3095014
COST,1-3-19,118.21,118.36,117.13,117,1293522
COTY,1-3-19,15.54,15.78,15.51,16,465133
CPB,1-3-19,42.66,42.78,42.355,42,2342658
CRM,1-3-19,54.93,55.39,54.52,55,1968814
CSCO,1-3-19,22.09,22.12,21.83,22,36330724
CSX,1-3-19,28.27,28.78,28.26,28,4632583
CTAS,1-3-19,59.14,59.8,59.01,59,526530
CTL,1-3-19,31.78,31.81,31.5,32,2137339
CTSH,1-3-19,49.435,49.92,49.105,49,3261370
CTXS,1-3-19,62.09,63.2,62.03,62,1689716
CVS,1-3-19,70.55,70.7802,70.2599,71,3885814
CVX,1-3-19,124.6,124.89,123.86,124,3506119
CXO,1-3-19,103.25,104.24,101.24,103,1167374
C,1-3-19,52.39,53.47,52.31,53,26900637
DAL,1-3-19,28.37,29.36,28.24,29,19114454
DE,1-3-19,90.46,91.25,90.1,91,2419634
DFS,1-3-19,55.34,55.5599,54.97,55,1971965
DGX,1-3-19,52.22,53.16,52.11,53,6175407
DG,1-3-19,61.22,61.765,60.98,61,2697770
DHI,1-3-19,21.95,22.18,21.73,22,3724939
DHR,1-3-19,76.45,76.96,76.33,77,1190825
DISCA,1-3-19,89.1,89.76,88.47,89,813778
DISCK,1-3-19,82.83,83.3,81.94,82,160106
DISH,1-3-19,57.84,58.21,57.18,58,1374865
DIS,1-3-19,76.3,76.697,76.01,76,4061042
DLR,1-3-19,49.82,50.26,49.15,50,1215034
DLTR,1-3-19,56.55,56.92,56.394,57,1694169
DOV,1-3-19,95.45,95.88,94.87,95,751228
DPS,1-3-19,47.89,48.05,47.355,48,992912
DRE,1-3-19,15.03,15.22,15.0118,15,1769103
DRI,1-3-19,53.23,53.5,52.825,53,1824586
DTE,1-3-19,66.03,66.05,64.84,65,1281392
DUK,1-3-19,68.19,68.4,67.71,68,2593136
DVA,1-3-19,64.71,65,64.405,64,1241023
DVN,1-3-19,61.3,61.68,60.8,61,1735556
D,1-3-19,63.58,63.87,63.14,64,1739149
EA,1-3-19,22.88,23.1,22.5,23,3112581
EBAY,1-3-19,54.09,54.19,53.19,53,9591227
ECL,1-3-19,104.1,104.2801,103.78,104,554472
ED,1-3-19,53.58,53.79,52.85,53,3774243
EFX,1-3-19,68.56,69.13,68.55,69,314813
EIX,1-3-19,45.55,45.71,45.29,45,2218322
EL,1-3-19,73.72,74.36,73.6,74,802475
EMN,1-3-19,80.46,80.935,80.12,80,941715
EMR,1-3-19,69.62,69.9,69.24,69,1634150
EOG,1-3-19,82.875,83.325,81.9052,82,2693750
EQIX,1-3-19,174.91,175.41,172.65,173,419632
EQR,1-3-19,52.07,52.605,51.91,52,1300208
EQT,1-3-19,88.53,88.84,86.97,88,724210
ESRX,1-3-19,69.95,70.36,69.79,70,3899182
ESS,1-3-19,146.57,148.19,146.21,148,480537
ES,1-3-19,41.75,41.85,41.31,42,2252000
ETFC,1-3-19,19.86,20.35,19.83,20,3360212
ETN,1-3-19,75.55,76.09,75.38,76,1936371
ETR,1-3-19,61.05,61.46,60.64,61,1748263
EW,1-3-19,33.015,33.7975,33.01,34,2653786
EXC,1-3-19,26.9,26.97,26.45,27,10157328
EXPD,1-3-19,43.39,43.6496,43.12,43,753169
EXPE,1-3-19,69.22,69.72,68.82,69,1315507
EXR,1-3-19,41.77,42.19,41.55,42,604385
FAST,1-3-19,46.64,47.04,46.19,46,1572065
FBHS,1-3-19,45.59,45.89,45.24,46,774229
FB,1-3-19,55.02,55.65,54.53,55,38287706
FCX,1-3-19,37.5,37.77,37.2401,37,7291479
FDX,1-3-19,140.33,141.15,139.91,140,2779587
FE,1-3-19,32,32.22,31.77,32,4152692
FFIV,1-3-19,89.08,89.29,87.82,88,1068169
FISV,1-3-19,58.17,58.4,57.93,58,1082488
FIS,1-3-19,53.01,53.611,52.87,53,969344
FITB,1-3-19,20.91,21.06,20.85,21,4436573
FLIR,1-3-19,29.08,29.2,28.81,29,730534
FLR,1-3-19,78.9,79.79,78.8,79,825157
FLS,1-3-19,77.5,78.26,77.32,78,896180
FL,1-3-19,40.59,41.45,40.59,41,1567472
FMC,1-3-19,74.33,74.81,74.16,74,381450
FOXA,1-3-19,35.5,35.75,35.16,35,6138460
FOX,1-3-19,35.08,35.12,34.63,35,1066731
FRT,1-3-19,101.13,102.28,100.97,102,374045
FTI,1-3-19,51.39,52.22,51.18,52,1736851
F,1-3-19,15.52,15.64,15.3,16,46128798
GD,1-3-19,94.76,95.37,94.34,95,1045589
GE,1-3-19,27.52,27.6,27.41,27,27575932
GGP,1-3-19,20.05,20.31,20,20,2783151
GILD,1-3-19,75.21,75.25,74.23,74,6562234
GIS,1-3-19,49.41,49.56,49.099,49,2309733
GLW,1-3-19,17.77,17.96,17.769,18,7592073
GM,1-3-19,40.92,40.95,39,40,41430487
GOOGL,1-3-19,558.0575,559.0235,553.0175,553,3335123
GPC,1-3-19,82.17,82.8,81.6201,82,624887
GPN,1-3-19,33.17,33.485,32.905,33,2058802
GPS,1-3-19,38.86,39.75,38.73,40,4437018
GRMN,1-3-19,45.83,46.695,45.11,47,2497576
GS,1-3-19,176.35,178.85,176.22,178,2147480
GT,1-3-19,23.7,23.73,23.15,23,1995514
GWW,1-3-19,253.07,254.24,251.9,253,204831
HAL,1-3-19,50.02,50.42,49.94,50,5323624
HAS,1-3-19,51.6,54.5,51.6,54,848568
HBAN,1-3-19,9.59,9.68,9.58,10,6096687
HBI,1-3-19,17.3775,17.4425,17.2945,17,1713864
HCA,1-3-19,47.83,48.93,47.83,49,2434656
HCN,1-3-19,53.28,53.38,52.9,53,2160612
HCP,1-3-19,36.16,36.39,35.95,36,2019262
HD,1-3-19,81.91,82.48,81.83,82,3897962
HES,1-3-19,80.86,81.72,79.97,80,1922679
HIG,1-3-19,35.5,35.9,35.36,36,3445197
HII,1-3-19,87.86,88.54,87.5,88,394439
HOG,1-3-19,68.63,69.24,68.49,69,656397
HOLX,1-3-19,22.13,22.23,22.06,22,1662931
HON,1-3-19,90.49,90.96,90.3303,91,1472508
HP,1-3-19,82.59,83.71,82.33,83,746649
HRB,1-3-19,29.5,29.65,29.11,29,1653426
HRL,1-3-19,22.495,22.56,22.3205,22,1358180
HRS,1-3-19,68.61,69.5,68.4,69,502176
HSIC,1-3-19,56.855,57.15,56.571,57,402906
HST,1-3-19,19.29,19.35,19.04,19,6957443
HSY,1-3-19,95.91,96.19,95.475,96,785800
HUM,1-3-19,102.86,103.04,101.58,102,1234442
IBM,1-3-19,185.83,187.35,185.3,187,4064095
ICE,1-3-19,44.92,45.392,44.894,45,4864220
IDXX,1-3-19,52.795,53.28,52.53,53,583722
IFF,1-3-19,85.79,86.17,85.536,86,390180
ILMN,1-3-19,109.13,109.87,106.791,109,1088203
INCY,1-3-19,51.23,52.23,50.56,52,960100
INTC,1-3-19,25.86,25.9,25.6,26,27803865
INTU,1-3-19,75.75,76.3775,75.53,76,998796
IPG,1-3-19,17.66,17.7,17.595,18,2434571
IP,1-3-19,48.8,48.94,48.47,49,2326284
IQV,1-3-19,45.94,46.54,45.66,46,261358
IRM,1-3-19,29.59,29.755,29.26,29,1073642
IR,1-3-19,61.17,61.64,61.04,61,1503040
ISRG,1-3-19,126.7832,127.5565,124.2465,124,1034883
ITW,1-3-19,83.21,84.12,83.15,84,1393270
IT,1-3-19,69.94,70.564,69.65,70,347647
IVZ,1-3-19,36.02,36.28,35.975,36,2036579
JBHT,1-3-19,76.87,77.43,76.6,77,527797
JCI,1-3-19,42.5759,42.7958,42.1361,42,2331366
JEC,1-3-19,62.84,62.99,62.03,62,1265815
JNJ,1-3-19,91.29,92.22,91.26,92,5637762
JNPR,1-3-19,22.55,22.82,22.395,23,4879787
JPM,1-3-19,58.29,58.95,58.21,59,14220320
JWN,1-3-19,61.95,62.56,61.73,62,807026
KEY,1-3-19,13.32,13.44,13.26,13,5571091
KIM,1-3-19,19.73,20.04,19.73,20,3176019
KLAC,1-3-19,63.36,63.91,63.085,63,765993
KMB,1-3-19,104.31,104.92,103.95,104,1344238
KMI,1-3-19,35.91,36.11,35.75,36,2736435
KMX,1-3-19,46.84,46.91,46.11,46,1457796
KORS,1-3-19,82.42,83.5,82.41,83,1901747
KO,1-3-19,40.68,40.73,40.35,40,10403834
KR,1-3-19,19.7,19.7,19.525,20,5671380
KSS,1-3-19,56.91,57.14,56.64,57,1760136
KSU,1-3-19,120.28,121.71,119.3,120,592376
K,1-3-19,60.99,61.08,60.54,61,1413685
LB,1-3-19,61.63,62.25,61.35,61,798600
LEG,1-3-19,30.76,30.939,30.66,31,535508
LEN,1-3-19,38.7059,39.1569,38.0784,38,3202049
LH,1-3-19,90.34,91.85,90.32,91,546885
LKQ,1-3-19,32.48,32.6721,32.18,32,601601
LLL,1-3-19,105.13,105.851,105.026,105,369001
LLY,1-3-19,50.78,51.2,50.67,51,4006252
LMT,1-3-19,146.5,147.33,146.475,147,843422
LNC,1-3-19,50.64,51.16,50.58,51,2588320
LNT,1-3-19,25.465,25.5,25.21,25,894340
LOW,1-3-19,49.41,49.53,48.83,49,4257787
LRCX,1-3-19,54.03,54.28,53.65,54,891898
LUK,1-3-19,28.47,28.64,28.26,28,870233
LUV,1-3-19,18.95,19.51,18.95,19,8708777
LYB,1-3-19,78.95,79.13,78.33,79,1528547
L,1-3-19,47.38,47.57,47.21,47,624037
MAA,1-3-19,61.16,61.94,61.07,62,282093
MAC,1-3-19,58.24,58.995,58.15,59,1028822
MAR,1-3-19,49,49.17,48.64,49,1248205
MAS,1-3-19,22.77,23.2,22.71,23,3187798
MAT,1-3-19,47.37,47.5,46.66,47,3743516
MA,1-3-19,83.414,83.58,82.6,83,6439160
MCD,1-3-19,96.9,97.03,96.5,97,2966051
MCHP,1-3-19,44.33,44.65,44.19,45,1133118
MCK,1-3-19,160.25,162.1,160.1101,161,2156183
MCO,1-3-19,77.22,78.07,76.77,78,905469
MDLZ,1-3-19,34.78,35.01,34.63,35,5300668
MDT,1-3-19,58.2,58.495,57.705,58,12577592
MET,1-3-19,53.86,54.04,53.38,54,3682439
MGM,1-3-19,23.83,23.89,23.25,23,5955544
MHK,1-3-19,149.19,150.26,148.93,149,521291
MKC,1-3-19,68.5,68.82,68.33,69,348071
MLM,1-3-19,99.45,100.566,99.12,99,156247
MMC,1-3-19,47.7,48.06,47.61,48,1598391
MMM,1-3-19,138.37,138.8799,138.03,138,2133336
MNST,1-3-19,22.7666,22.7666,22.4166,23,4854468
MON,1-3-19,115.98,116.8,115.034,116,1698950
MOS,1-3-19,47.13,47.21,46.79,47,1689503
MO,1-3-19,37.97,38.11,37.65,38,5361433
MPC,1-3-19,44.895,45.1249,43.89,44,4357374
MRK,1-3-19,49.49,50,49.46,50,6435094
MRO,1-3-19,34.85,35.04,34.43,35,3491899
MSFT,1-3-19,37.2,37.22,36.6,37,31134795
MSI,1-3-19,66.49,66.64,66.16,66,801587
MS,1-3-19,31.17,31.7,31.133,32,7811091
MTB,1-3-19,115.24,115.65,115.04,115,741591
MTD,1-3-19,241.17,243.88,239.03,243,149884
MU,1-3-19,21.2,21.43,20.9,21,34637031
MYL,1-3-19,42.4,42.92,42.35,43,1876910
M,1-3-19,53.36,54,53.32,54,2492194
NBL,1-3-19,66.76,67.302,65.87,66,1755197
NCLH,1-3-19,34.83,35.04,34.41,35,484741
NDAQ,1-3-19,39.29,39.98,39.29,40,1222295
NEE,1-3-19,84.26,84.74,83.97,84,1651597
NEM,1-3-19,24.17,24.285,23.88,24,10234947
NFLX,1-3-19,51.9999,52.4956,51.8428,52,10818885
NFX,1-3-19,24.37,24.7,24.195,24,1663029
NI,1-3-19,32.35,32.57,32.165,32,1745586
NKE,1-3-19,39.075,39.315,38.98,39,5596994
NLSN,1-3-19,45.22,45.52,45.22,45,1150409
NOC,1-3-19,113.23,114.46,113.23,114,1278925
NOV,1-3-19,79.05,79.84,78.74,79,1916517
NRG,1-3-19,28.58,28.85,28.58,29,2473410
NSC,1-3-19,91.8,92.53,91.135,91,1016145
NTAP,1-3-19,40.38,40.62,40.22,40,1475620
NTRS,1-3-19,61.2,61.6,60.986,61,873087
NUE,1-3-19,52.75,52.94,52.51,53,849045
NVDA,1-3-19,15.89,15.9201,15.62,16,6483288
NWL,1-3-19,32.18,32.525,32.1501,32,1786596
NWSA,1-3-19,17.93,18.01,17.78,18,2022620
NWS,1-3-19,17.95,17.95,17.62,18,431552
OKE,1-3-19,61.18,61.56,61,61,710023
OMC,1-3-19,73.78,74.2,73.2801,74,1079400
ORCL,1-3-19,37.65,37.86,37.56,38,11693898
ORLY,1-3-19,128.66,129.97,128.48,129,472932
OXY,1-3-19,93.91,94.2499,92.88,94,2848082
O,1-3-19,37.43,37.81,37.42,38,1230459
PAYX,1-3-19,45.23,45.51,45.0675,45,1808913
PBCT,1-3-19,15.04,15.08,14.98,15,2271393
PCAR,1-3-19,58.61,59.04,58.285,59,1076446
PCG,1-3-19,39.72,39.85,39.425,40,2824616
PCLN,1-3-19,1147,1152.69,1131.44,1133,624006
PDCO,1-3-19,40.94,41.46,40.83,41,672621
PEG,1-3-19,31.71,31.72,31.29,31,3898909
PEP,1-3-19,82.12,82.87,82.12,82,3288547
PFE,1-3-19,30.39,30.83,30.38,31,15036749
PFG,1-3-19,48.84,49.13,48.72,49,771002
PGR,1-3-19,26.7,26.77,26.23,26,3155794
PG,1-3-19,80.76,80.85,80.185,80,6925922
PHM,1-3-19,20.12,20.38,19.98,20,3716941
PH,1-3-19,127.55,128.46,126.94,127,683338
PKG,1-3-19,63.11,63.61,62.83,63,588075
PKI,1-3-19,41.14,41.6,41,41,802254
PLD,1-3-19,36.84,37.36,36.83,37,1840099
PM,1-3-19,86.25,86.5,85.51,86,3846961
PNC,1-3-19,76.81,77.23,76.67,77,1362219
PNR,1-3-19,76.88,77.57,76.57,77,939952
PNW,1-3-19,52.19,52.37,51.84,52,861273
PPG,1-3-19,94.7,95.05,94.44,95,814210
PPL,1-3-19,30.02,30.06,29.4,30,4209477
PRGO,1-3-19,152.99,154.38,152.61,154,712255
PRU,1-3-19,90.06,91.05,90,90,1660229
PSA,1-3-19,149.12,150.71,148.34,150,517915
PSX,1-3-19,76.36,76.99,76.15,76,1958161
PVH,1-3-19,136.59,138.94,136.45,138,616145
PWR,1-3-19,31.29,31.44,31.15,31,951927
PXD,1-3-19,176.32,178.33,173.9,176,1211011
PX,1-3-19,129.5,130,129.36,130,737579
QCOM,1-3-19,73.33,73.48,72.44,73,7970403
RCL,1-3-19,47.27,47.47,46.94,47,698437
REGN,1-3-19,274.52,276.825,271.205,272,392042
REG,1-3-19,45.93,46.935,45.93,47,845696
RE,1-3-19,151.09,151.76,150.455,151,316857
RF,1-3-19,9.92,9.96,9.83,10,6675157
RHI,1-3-19,41.56,41.99,41.375,42,903355
RHT,1-3-19,55.9,56.24,55.45,56,1103504
RJF,1-3-19,51.62,52.23,51.57,52,547183
RL,1-3-19,175.75,178.59,175.37,177,665931
RMD,1-3-19,46.85,47.5,46.585,47,958001
ROK,1-3-19,116.61,118.01,116.445,118,606627
ROP,1-3-19,138.05,139.03,137.56,138,357277
ROST,1-3-19,37.16,37.425,37.05,37,2202848
RRC,1-3-19,82,82.5,80.4,81,1812680
RSG,1-3-19,33.03,33.115,32.8,33,1363758
RTN,1-3-19,88.94,89.54,88.57,89,1287885
SBAC,1-3-19,88.4,88.99,87.775,88,524517
SBUX,1-3-19,38.74,38.885,38.47,38,6545626
SCG,1-3-19,46.06,46.2149,45.6438,46,813972
SCHW,1-3-19,25.84,26.04,25.7,26,3367733
SEE,1-3-19,33.7,33.87,33.5,34,946108
SHW,1-3-19,181.86,184.02,181.72,183,407228
SIG,1-3-19,78.93,79.8699,78.48,79,595469
SJM,1-3-19,102.05,102.324,101.37,102,620874
SLB,1-3-19,88.94,89.35,88.21,88,4212010
SLG,1-3-19,92.07,93.65,91.97,93,689966
SNA,1-3-19,108.73,109.29,108.47,109,155235
SNI,1-3-19,85.66,86.07,84.93,85,510617
SNPS,1-3-19,40.51,40.7,40.34,41,818415
SO,1-3-19,40.67,40.76,40.27,40,4198351
SPGI,1-3-19,77.83,77.875,76.96,78,946591
SPG,1-3-19,152.14,154.55,151.56,154,1143502
SRCL,1-3-19,115.06,115.66,113.98,115,516744
SRE,1-3-19,88.41,89.15,88.1101,89,1177189
STI,1-3-19,36.53,36.81,36.4,37,1922306
STT,1-3-19,73.17,74.99,73.17,75,2059539
STX,1-3-19,55.61,57.14,55.31,57,3049357
STZ,1-3-19,69.55,70.09,69.2,69,741699
SWKS,1-3-19,27.4,27.75,27.4,28,1974176
SWK,1-3-19,80.37,80.9,80.21,80,873988
SYK,1-3-19,74.02,75.18,74.02,75,719536
SYMC,1-3-19,23.42,23.4701,23.1,23,4815938
SYY,1-3-19,35.99,36.22,35.81,36,2851646
TAP,1-3-19,55.36,55.44,54.73,55,802581
TDG,1-3-19,159.65,162.07,159.4,161,192861
TEL,1-3-19,54.5,54.7,54.26,54,1160139
TGT,1-3-19,63.62,63.89,63.4,63,4589380
TIF,1-3-19,92.42,92.61,92,92,599622
TJX,1-3-19,63.26,64.1401,63.25,64,1651849
TMK,1-3-19,51.64,51.9,51.42,52,456534
TMO,1-3-19,109.96,110.48,109.67,110,1486448
TPR,1-3-19,56,56.72,55.82,56,2006070
TRIP,1-3-19,80.5,81.34,79.71,81,1284502
TROW,1-3-19,82.66,83.67,82.455,83,776894
TRV,1-3-19,89.3,89.665,88.88,89,1448583
TSCO,1-3-19,76.56,76.87,76.09,76,743727
TSN,1-3-19,33.28,33.665,33.03,33,1519196
TSS,1-3-19,32.91,32.99,32.67,33,679409
TWX,1-3-19,68.79,69.28,68.54,69,2507357
TXN,1-3-19,43.12,43.46,42.97,43,4693347
TXT,1-3-19,36.34,36.94,35.89,36,2379909
T,1-3-19,35.15,35.16,34.61,35,24622450
UAA,1-3-19,21.745,21.87,21.6656,22,2192892
UAL,1-3-19,38.44,40.15,38.21,40,7080683
UDR,1-3-19,23.23,23.75,23.2022,24,1429735
UHS,1-3-19,80.71,82.46,80.71,82,645814
ULTA,1-3-19,95.9,97.03,94.6599,95,708228
UNH,1-3-19,74.8,75.76,74.6,75,3206426
UNM,1-3-19,34.4,34.59,34.25,34,852745
UNP,1-3-19,83.71,84.38,83.1225,83,2411564
UPS,1-3-19,103.48,103.94,103.05,103,3719550
URI,1-3-19,76.58,77.43,76.45,77,1569400
USB,1-3-19,39.87,40.215,39.78,40,4454991
UTX,1-3-19,112.95,113.51,112.73,113,2314891
VAR,1-3-19,77.29,77.8526,77.29,77,633948
VFC,1-3-19,62.14,62.49,61.739,62,1771650
VIAB,1-3-19,86.89,87.19,86.47,87,1554206
VLO,1-3-19,49.95,49.98,48.975,49,4340909
VMC,1-3-19,58.74,59.65,58.55,59,436780
VNO,1-3-19,88.64,90.02,88.28,90,643215
VRSK,1-3-19,65.03,65.5,64.96,65,532119
VRSN,1-3-19,60.09,60.51,59.68,60,2203587
VRTX,1-3-19,74.01,74.63,73.17,73,799560
VTR,1-3-19,57.03,57.105,56.63,57,1163080
VZ,1-3-19,49.33,49.33,48.22,48,12024205
V,1-3-19,55.4375,55.6225,55.0575,55,7809816
WAT,1-3-19,99.13,99.78,97.895,98,1197541
WBA,1-3-19,56.99,57.06,56.345,57,4261493
WDC,1-3-19,82.63,83.72,82.22,83,1576245
WEC,1-3-19,40.75,40.919,40.41,41,1209142
WFC,1-3-19,44.99,45.48,44.98,45,14693755
WHR,1-3-19,156.29,158.56,156.29,157,442436
WMB,1-3-19,38.25,38.39,37.77,38,4621525
WMT,1-3-19,78.81,79.13,78.52,79,4958031
WM,1-3-19,44.25,44.46,44,44,1463366
WU,1-3-19,17.07,17.15,16.85,17,4222455
WYNN,1-3-19,198.15,198.7499,195.12,196,1169540
WYN,1-3-19,73.53,73.79,72.33,72,1092032
WY,1-3-19,31.18,31.59,31.18,31,1945874
XEC,1-3-19,100.85,102.37,98.625,101,861165
XEL,1-3-19,27.48,27.635,27.38,28,2939378
XLNX,1-3-19,45.91,46,45.46,46,1982702
XL,1-3-19,31.28,31.39,30.78,31,2512472
XOM,1-3-19,99.77,100.1699,99.141,100,9295650
XRAY,1-3-19,48.24,48.43,47.96,48,623289
XRX,1-3-19,47.72,48.16,47.4,48,1820663
XYL,1-3-19,34.15,34.85,34.15,34,454495
YUM,1-3-19,75.46,76.1,75,76,1457058
ZBH,1-3-19,92.58,93.89,92.41,93,1288207
ZION,1-3-19,29.74,29.91,29.17,30,1122452
ZTS,1-3-19,32.34,32.5,32.02,32,2524947
AAL,1-6-19,26.62,27.2,26.6,27,11272273
AAPL,1-6-19,76.7785,78.1142,76.2285,78,103359151
AAP,1-6-19,113.1,113.91,111.44,112,1030190
ABBV,1-6-19,52.7,52.7,50.03,50,11871094
ABC,1-6-19,70.34,70.54,69.35,70,1301393
ABT,1-6-19,39.19,39.69,39.11,39,10130748
ACN,1-6-19,81.31,81.5,80.44,81,2312283
ADBE,1-6-19,58.06,58.77,58.01,58,3753914
ADI,1-6-19,49.35,49.5,49.15,49,2165027
ADM,1-6-19,43.42,43.58,43.117,43,4182854
ADP,1-6-19,80.61,80.97,79.39,80,1535046
ADSK,1-6-19,48.98,49.29,48.29,49,1856499
ADS,1-6-19,264.05,264.08,258.08,258,668902
AEE,1-6-19,35.7,35.82,35.42,36,2837469
AEP,1-6-19,46.14,46.36,45.92,46,2223614
AES,1-6-19,14.34,14.445,14.13,14,5066996
AET,1-6-19,68.19,68.34,67.16,68,2055882
AFL,1-6-19,66.2,66.275,64.32,65,4244179
AGN,1-6-19,169.52,171.47,167.005,168,962130
